system:index,distance_dep,distance_nac,distance_vec,elevation,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
20,13808.016223469174,1269711.3794186758,301.39272443245926,288,-12.789124999999999,-70.523375,0,-42.5,1571.5,1224.5,347.0,50.1,3.3992462,
21,7201.6064188035525,26226.47285117423,4753.051743469519,348,-12.926375000000007,-70.535625,0,0.0,1571.5,1224.5,347.0,0.0,8.695656,
22,12036.270122251764,1269593.5371800754,4975.743845629694,314,-12.837125,-70.482625,0,83.0,1571.5,1224.5,347.0,-24.9,1.3283513,
23,21305.663655664157,1269473.3608995336,306.2764930943411,297,-12.885874999999999,-70.561875,0,-52.0,1571.5,1224.5,347.0,32.9,4.1621804,
24,9460.280245627275,30170.004957688896,1569.0210255562845,339,-12.924875,-70.58212499999999,0,-28.5,1571.5,1224.5,347.0,17.3,13.867594,
25,1348.6325652832866,12220.245889350648,2973.55690975583,375,-13.028125000000003,-70.454875,0,-1.0,1571.5,1224.5,347.0,3.1,0.9519079,
26,6601.197784562887,1269832.4621528357,4809.725528339323,299,-12.739625000000004,-70.472875,0,0.0,1571.5,1224.5,347.0,0.0,2.1149511,
27,1269643.297567217,8380.031498841148,6303.6537861903835,250,-12.816874999999996,-69.910875,0,0.0,1571.5,1224.5,347.0,0.0,2.0837204,
28,1269589.2011203547,6144.744983741975,10151.023450649795,238,-12.838875000000002,-69.945125,0,206.5,1571.5,1224.5,347.0,-33.1,3.91042,
29,1250.2678437648244,19748.160247671796,319.3917238160493,406,-13.008875000000003,-70.528375,0,0.0,1571.5,1224.5,347.0,0.1,7.0568504,
30,1269658.6279159207,9209.097153577717,9810.277492394554,264,-12.810625000000002,-69.948875,0,14.0,1571.5,1224.5,347.0,-4.2,1.8543341,
31,3594.305901086258,18169.012911114507,1705.2314000230326,464,-13.030875000000009,-70.526625,0,1.5,1571.5,1224.5,347.0,-0.3,2.9382498,
32,3563.027818903643,10693.011719565524,4393.4307592337955,483,-13.053125000000009,-70.457875,0,-31.5,1571.5,1224.5,347.0,22.3,1.9034828,
33,11989.964050939021,31589.740039811946,10847.562507570623,339,-12.991375000000005,-70.645125,0,0.0,1571.5,1224.5,347.0,0.2,0.9517672,
34,6771.894397856317,11134.270150239008,5472.222048972361,549,-13.074875000000006,-70.47812499999999,0,-8.0,1571.5,1224.5,347.0,13.9,3.3678682,
35,19287.041362269323,1269427.6207179406,2748.7559431801974,304,-12.904375000000002,-70.543375,0,-4.0,1571.5,1224.5,347.0,3.2,3.3671327,
36,1269415.2303173402,2598.723218375257,3796.0735689999165,255,-12.909374999999997,-70.026625,0,0.0,1571.5,1224.5,347.0,0.0,3.979943,
37,22580.719672220486,1269624.8699333903,5608.45721029082,312,-12.824375000000003,-70.595375,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
38,17403.940931764846,1269630.3930898046,739.7349560733334,301,-12.822125,-70.543375,0,0.0,1571.5,1224.5,347.0,20.7,2.997838,
39,1269484.4601307826,590.0943366715825,2487.469625653709,249,-12.881375000000006,-70.016375,0,-35.5,1571.5,1224.5,347.0,27.8,4.8352356,
40,1269484.4601307826,2451.6112362457725,11776.742786854293,257,-12.881375000000006,-69.930375,0,0.0,1571.5,1224.5,347.0,0.0,2.6555154,
41,17763.449509586088,1269410.2741232372,4306.342792635146,341,-12.911375000000007,-70.528875,0,0.0,1571.5,1224.5,347.0,0.0,14.101473,
42,24300.69879770211,1269443.6764321576,1403.769702249313,320,-12.897874999999999,-70.589375,0,84.0,1571.5,1224.5,347.0,7.8,2.998653,
43,18550.92518956054,1269477.0262377942,1977.3282666200394,323,-12.884375000000006,-70.536625,0,-1.0,1571.5,1224.5,347.0,0.6,3.367047,
44,9648.186283571642,1269859.918353635,1836.1749287964435,281,-12.728375,-70.50212499999999,0,47.0,1571.5,1224.5,347.0,-3.6,3.398673,
45,27862.271473355653,1269460.970945374,4407.1043828552365,381,-12.890875000000008,-70.621875,0,-0.5,1571.5,1224.5,347.0,1.2,7.921547,
46,1269376.8709353702,3273.5589233521064,5656.323581185762,256,-12.924875,-70.057625,0,-6.5,1571.5,1224.5,347.0,3.9,2.6557524,
47,1269295.6051045666,5061.959086987947,11071.198342270214,266,-12.957625000000007,-70.099375,0,0.0,1571.5,1224.5,347.0,0.0,1.3286786,
48,11892.08907959413,1269962.822215272,1343.1130726152874,259,-12.686125000000004,-70.515875,0,11.5,1571.5,1224.5,347.0,8.4,5.547545,
49,25752.058777982926,1269444.2959411775,2252.27835818186,379,-12.897625000000005,-70.602625,0,-39.0,1571.5,1224.5,347.0,38.5,8.28097,
50,1269428.240234796,2191.6294947143897,3119.702715379886,258,-12.904125000000008,-70.03037499999999,0,0.0,1571.5,1224.5,347.0,0.0,4.2263765,
51,15886.872508591743,1269766.5029135125,798.8558063663519,301,-12.766625000000005,-70.553375,0,48.0,1571.5,1224.5,347.0,6.2,0.9509142,
52,1269373.773222716,3191.2623821420266,6140.8316204702105,260,-12.926124999999999,-70.065375,0,0.0,1571.5,1224.5,347.0,0.0,1.3285929,
53,22411.728388428444,1269581.8194608134,3503.0098530431765,310,-12.841875000000002,-70.584625,0,35.0,1571.5,1224.5,347.0,0.7,3.3997457,
54,7924.398706679692,1269752.412584921,1562.0531050364777,294,-12.772374999999997,-70.471125,0,0.0,1571.5,1224.5,347.0,0.0,2.0836442,
55,2684.07843256592,21127.000566777304,2802.8690149062763,420,-13.017875000000004,-70.550375,0,0.0,1571.5,1224.5,347.0,0.0,6.712132,
56,7218.104951982852,28255.596105994915,6125.360409831374,366,-12.966625000000008,-70.593875,0,0.0,1571.5,1224.5,347.0,0.0,11.929159,
57,1269258.3264071234,8796.95428608253,10490.524077106611,262,-12.972625000000008,-70.03937499999999,0,0.5,1571.5,1224.5,347.0,-0.1,0.95169485,
58,1269669.0545119725,9707.320450105935,8384.902978667667,242,-12.806375000000003,-69.961375,0,0.0,1571.5,1224.5,347.0,0.0,2.8510978,
59,1269553.4796838858,4626.344670202094,8102.251135955536,246,-12.853375,-69.96187499999999,0,399.0,1571.5,1224.5,347.0,-79.8,2.1157203,
60,20326.672784077262,1269455.4470518366,1186.8194827433279,320,-12.893124999999998,-70.553125,0,-36.5,1571.5,1224.5,347.0,31.5,6.325041,
61,14800.422452972007,1269858.112042878,2379.4464639603716,296,-12.729124999999996,-70.549125,0,8.0,1571.5,1224.5,347.0,14.9,2.9378803,
62,7264.343190228046,28349.366843698615,4274.1031372378675,338,-12.949875000000006,-70.581625,0,0.0,1571.5,1224.5,347.0,0.0,2.0839508,
63,1269308.6678793903,7002.851965952405,8351.587914981208,253,-12.952375000000004,-70.028125,0,0.0,1571.5,1224.5,347.0,0.0,2.9381528,
64,1269401.6523644682,2622.9808082474738,5204.604436114793,249,-12.914874999999995,-70.010125,0,-29.5,1571.5,1224.5,347.0,17.7,2.1161408,
65,1269660.4861274278,8921.230564948353,6998.628309731374,244,-12.809875000000005,-69.974875,0,0.0,1571.5,1224.5,347.0,0.0,3.7990818,
66,1269413.9912706288,1250.5101046087213,5211.354771061526,258,-12.909875,-70.072875,0,-17.0,1571.5,1224.5,347.0,10.2,2.0838811,
67,28834.57316519772,1269429.4792675998,4836.752259161503,405,-12.903625000000005,-70.630625,0,0.5,1571.5,1224.5,347.0,-0.1,10.139485,
68,6644.771451291052,1269839.7907457163,4915.987339199018,296,-12.736625000000004,-70.47387499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.0835826,
69,17354.106417621686,1269586.723365294,1033.8378642186537,280,-12.839875000000006,-70.531875,0,-19.0,1571.5,1224.5,347.0,18.0,0.92740995,
70,235.59392720347495,13670.045554921637,1586.8062501261625,391,-13.015875000000008,-70.462125,0,71.0,1571.5,1224.5,347.0,-17.3,2.8534842,
71,24380.62329276171,1269449.2520024525,1559.275720161247,327,-12.895624999999995,-70.590125,0,73.5,1571.5,1224.5,347.0,16.0,5.547545,
72,1269396.0765851017,2192.943057245066,9181.894245227506,252,-12.917124999999999,-69.965125,0,0.0,1571.5,1224.5,347.0,0.0,4.1622887,
73,13617.617303350386,1269722.4249548651,346.58028020214886,294,-12.784625000000005,-70.523875,0,-21.0,1571.5,1224.5,347.0,27.4,3.9789336,
74,3478.0884800120425,15509.40679209439,418.9332526673309,429,-13.029125000000008,-70.494875,0,0.0,1571.5,1224.5,347.0,0.4,1.3288753,
75,1269523.9519573853,3639.0397351206025,11003.568041233784,245,-12.865375,-69.935375,0,0.0,1571.5,1224.5,347.0,0.0,1.9020488,
76,1269391.7398508838,2393.1965409710547,8968.044227899389,257,-12.918875,-69.968375,0,-6.5,1571.5,1224.5,347.0,3.9,0.0,
77,1269470.8829183758,1172.5207743612023,10494.533606716286,245,-12.886875000000003,-69.943375,0,0.0,1571.5,1224.5,347.0,0.0,1.3284862,
78,11586.154679933026,1269891.605787306,320.7465570849295,284,-12.715375000000009,-70.519375,0,91.0,1571.5,1224.5,347.0,-2.1,3.90862,
79,3814.803158262757,10784.365697815121,4474.1018681531295,495,-13.054375000000007,-70.459875,0,-28.5,1571.5,1224.5,347.0,29.6,2.7802885,
80,11385.230724370753,31028.64107091154,10551.8374219579,364,-12.991875000000007,-70.639625,0,5.5,1571.5,1224.5,347.0,0.1,7.581666,
81,86.61013397759633,19256.02545814432,615.4806439155238,474,-12.991875000000007,-70.50812499999999,0,3.0,1571.5,1224.5,347.0,0.1,2.1166687,
82,9849.784165202516,30839.110182670425,5859.056350960492,314,-12.956375000000008,-70.615625,0,2.0,1571.5,1224.5,347.0,-0.3,2.6559236,
83,1269658.6279159207,9463.13371061616,8186.699602396733,233,-12.810625000000002,-69.931125,0,557.5,1571.5,1224.5,347.0,-77.2,2.0837095,
84,7938.223333760223,1269972.523854342,4502.179321879827,266,-12.682125,-70.475875,0,17.0,1571.5,1224.5,347.0,9.0,2.849703,
85,1269323.5375938376,4848.201561448547,9027.101080836805,264,-12.946375000000003,-70.082875,0,-4.5,1571.5,1224.5,347.0,2.7,0.95159507,
86,23773.593703428254,1269401.032834637,516.8433272301614,311,-12.915125000000003,-70.583625,0,218.0,1571.5,1224.5,347.0,-48.7,2.1161408,
87,1269597.821605492,4957.095754136068,2725.4051936779165,246,-12.835374999999999,-70.017625,0,0.0,1571.5,1224.5,347.0,0.0,1.328346,
88,15312.842440048484,1269611.3458414723,1895.9561149572396,281,-12.829875000000001,-70.516125,0,-1.5,1571.5,1224.5,347.0,7.7,1.8543341,
89,18392.12169976807,1269591.67887058,27.39675554432438,289,-12.837874999999997,-70.544625,0,-14.5,1571.5,1224.5,347.0,19.0,4.162015,
90,1269222.2858498248,9625.940123983102,12300.766228118806,260,-12.987125000000006,-70.05987499999999,0,-6.0,1571.5,1224.5,347.0,3.8,3.4011326,
91,10456.530450933,1269680.100416366,1546.993670006139,306,-12.801874999999995,-70.481625,0,0.0,1571.5,1224.5,347.0,2.3,3.7047918,
92,1269377.490476994,3898.931279788311,5535.44799772543,257,-12.924625000000006,-70.022125,0,-459.0,1571.5,1224.5,347.0,275.4,1.3285891,
93,884.9378598913827,19630.724604404124,817.0667352956904,435,-12.999125000000006,-70.519125,0,-1.0,1571.5,1224.5,347.0,2.2,1.8543341,
94,14116.842283711021,1269760.360994632,86.64765878234067,289,-12.769125000000003,-70.535625,0,5.5,1571.5,1224.5,347.0,10.4,1.8543341,
95,1269279.4958848846,8224.397647046151,9599.214982361207,260,-12.964124999999996,-70.030625,0,0.5,1571.5,1224.5,347.0,-0.1,1.3286968,
96,1269334.1218330665,4945.306080910131,9749.304164216099,257,-12.942125000000004,-69.97812499999999,0,0.0,1571.5,1224.5,347.0,0.0,0.92740995,
97,17725.90694414169,1269709.5728966047,3289.856163437976,300,-12.789874999999995,-70.56287499999999,0,114.0,1571.5,1224.5,347.0,-14.5,2.1152906,
98,1269296.224685856,6773.901774529696,8986.925140283009,259,-12.957374999999999,-70.054375,0,-623.0,1571.5,1224.5,347.0,373.8,2.0839639,
99,13165.205962374393,1269912.351854662,1866.067558087771,295,-12.706874999999997,-70.532875,0,0.0,1571.5,1224.5,347.0,3.3,2.083532,
100,5861.076094423202,25910.951009701916,6628.002450748007,386,-12.997875000000008,-70.589375,0,-2.0,1571.5,1224.5,347.0,2.7,7.789364,
101,1269322.2984576204,5487.83532030131,8007.155397491067,263,-12.946875000000006,-70.059625,0,-217.0,1571.5,1224.5,347.0,130.2,2.7802885,
102,1269469.643925983,1262.8066342072918,10718.24566300233,244,-12.887375000000006,-69.941375,0,0.0,1571.5,1224.5,347.0,0.0,7.1802435,
103,10866.20298366014,31943.582013803,2659.2821589579676,315,-12.927125000000004,-70.605375,0,11.5,1571.5,1224.5,347.0,7.7,2.9381218,
104,11420.91446056219,32314.95075938035,6662.724039687395,325,-12.953874999999996,-70.630375,0,-36.0,1571.5,1224.5,347.0,53.7,1.9027227,
105,9797.036607116917,28846.046355330258,10495.538422105721,418,-13.006875000000008,-70.624875,0,-14.0,1571.5,1224.5,347.0,9.4,11.156068,
106,1269475.1677577454,1940.5489662163136,11520.833754504305,250,-12.885125000000002,-69.93362499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.655535,
107,12671.596853759938,1269681.9585964475,1282.774419349521,287,-12.801124999999999,-70.505625,0,-14.0,1571.5,1224.5,347.0,8.5,2.0836933,
108,1269306.1895767134,5017.191429167723,10196.514558028155,264,-12.953375000000008,-70.091625,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
109,2661.635478041415,21316.3199472552,2846.6880838748384,410,-13.016625000000005,-70.551625,0,0.0,1571.5,1224.5,347.0,0.0,2.7802885,
110,407.155550313242,18482.419717412427,1378.4207987760976,454,-12.997124999999997,-70.50337499999999,0,0.0,1571.5,1224.5,347.0,0.3,2.116705,
111,8152.810845492065,25914.277200059307,8646.033519940209,445,-13.026624999999996,-70.604625,0,-5.5,1571.5,1224.5,347.0,3.6,8.054806,
112,3975.029953392942,24725.983935132386,4837.870503131096,354,-12.990375,-70.571375,0,-7.5,1571.5,1224.5,347.0,6.8,1.903001,
113,7159.941597812236,15697.016673227281,4468.496444197059,484,-13.062375000000003,-70.51837499999999,0,-2.0,1571.5,1224.5,347.0,1.3,16.797556,
114,4482.6428218693745,16870.646922932938,1593.584310052992,490,-13.035375000000002,-70.51537499999999,0,28.0,1571.5,1224.5,347.0,5.9,17.607283,
115,1269385.544490586,2235.1182831120936,6323.589940258931,261,-12.921374999999998,-70.075375,0,-104.0,1571.5,1224.5,347.0,62.4,2.6557329,
116,17172.700409725392,1269598.4410392954,543.8129666756847,296,-12.835125000000005,-70.533125,0,-13.5,1571.5,1224.5,347.0,20.5,9.4705,
117,28609.264768493264,1269392.3593852506,4513.026363756469,384,-12.918625000000006,-70.627625,0,-11.0,1571.5,1224.5,347.0,10.5,11.154315,
118,1269742.6060368451,12613.294473069098,5766.254334216884,252,-12.776375000000002,-69.910625,0,18.0,1571.5,1224.5,347.0,-5.1,0.9509508,
119,1269384.3054148979,2810.2130355718323,7209.115373657375,256,-12.921875,-69.990625,0,0.0,1571.5,1224.5,347.0,0.0,4.226619,
120,3807.4237792312747,24661.71349442573,4640.587174903717,356,-12.988624999999999,-70.569375,0,-14.5,1571.5,1224.5,347.0,13.9,0.0,
121,1256.8510482046179,16284.964082425651,514.5670594460863,398,-13.008375000000001,-70.486375,0,28.5,1571.5,1224.5,347.0,1.7,5.3010473,
122,6433.396818564986,1269879.426346091,4242.152444390724,274,-12.720375000000004,-70.472625,0,33.0,1571.5,1224.5,347.0,-9.4,6.464861,
123,14436.203605543615,1269663.5315237392,739.7542637853292,283,-12.808625000000006,-70.519875,0,17.0,1571.5,1224.5,347.0,12.4,1.3282739,
124,16909.75055556889,1269427.0012007828,4407.49723947907,340,-12.904624999999996,-70.521625,0,0.0,1571.5,1224.5,347.0,0.0,2.083872,
125,1269574.437758353,4939.940964597008,4073.2258986577926,263,-12.844875000000002,-70.000625,0,0.0,1571.5,1224.5,347.0,0.0,6.464861,
126,8264.690636228377,25233.095687826888,8659.237647350994,406,-13.035125000000008,-70.601625,0,-3.5,1571.5,1224.5,347.0,4.5,9.281903,
127,1269360.7627470177,3971.9014747900596,6419.266429215866,258,-12.931375000000003,-70.060125,0,0.0,1571.5,1224.5,347.0,0.0,5.627558,
128,14411.329604985118,35265.39187098431,8199.485940002449,347,-12.942374999999998,-70.655125,0,0.0,1571.5,1224.5,347.0,0.0,11.919882,
129,11070.923536280387,1269761.5997033527,1942.1468806090272,281,-12.768625,-70.505875,0,34.0,1571.5,1224.5,347.0,12.3,5.4924335,
130,1269353.9476827173,5035.889075841494,6292.0298827784,257,-12.934125000000009,-70.034125,0,-482.0,1571.5,1224.5,347.0,289.2,2.6558025,
131,16936.438980637242,1269536.2380528897,2615.2358108309163,303,-12.860375000000005,-70.525125,0,16.5,1571.5,1224.5,347.0,-2.0,3.3669438,
132,19427.33775755364,1269714.4763076748,3769.2859226353667,304,-12.787875,-70.580375,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
133,1269473.3608995336,1923.455392350523,11700.275158343276,251,-12.885874999999999,-69.932125,0,0.0,1571.5,1224.5,347.0,0.0,3.7047918,
134,1269446.154466423,387.4042220342984,3770.3806173913,258,-12.896875000000009,-70.066625,0,-224.0,1571.5,1224.5,347.0,151.2,2.8521245,
135,1269623.6310912694,7233.133045898434,7113.054250522346,255,-12.824875000000006,-69.978375,0,21.0,1571.5,1224.5,347.0,-4.8,1.9017442,
136,4720.52488027165,25610.140491414535,5511.240979691459,350,-12.983874999999998,-70.57662499999999,0,-1.5,1571.5,1224.5,347.0,1.1,1.902952,
137,7319.857409563241,26765.477063489026,4057.340127311414,330,-12.927875,-70.543875,0,0.0,1571.5,1224.5,347.0,0.0,4.670855,
138,26501.75384821257,1269512.233595845,4811.711075756991,335,-12.870125000000002,-70.611875,0,0.0,1571.5,1224.5,347.0,0.0,6.7108755,
139,1269561.532581014,2983.660983537684,564.1203290127637,254,-12.850125000000006,-70.032625,0,37.0,1571.5,1224.5,347.0,2.3,3.3669,
140,1269283.2134152655,6653.313859736523,10287.088229793626,265,-12.962625000000003,-70.076875,0,-526.0,1571.5,1224.5,347.0,334.0,3.8244078,
141,26887.12923094534,1269431.9573295792,2971.258658660097,337,-12.902625,-70.612875,0,-56.0,1571.5,1224.5,347.0,36.4,2.1160553,
142,1269304.95042356,6218.201937464158,10917.572619448883,254,-12.953874999999996,-69.975375,0,0.0,1571.5,1224.5,347.0,0.0,4.723375,
143,27621.67833996014,1269495.5592649907,5307.644398797542,344,-12.876874999999998,-70.621375,0,0.0,1571.5,1224.5,347.0,0.0,2.93806,
144,1269544.8588976574,4154.499499965651,8713.957398813689,248,-12.856875000000002,-69.956125,0,19.5,1571.5,1224.5,347.0,0.5,9.242559,
145,1269693.6237759476,10652.275536205547,8000.91721930803,250,-12.796374999999998,-69.964125,0,0.0,1571.5,1224.5,347.0,0.0,2.6550558,
146,20390.075669174887,1269465.9269415492,727.8777878852189,300,-12.888874999999999,-70.553625,0,-90.5,1571.5,1224.5,347.0,64.2,0.92740995,
147,13469.707344819268,33083.57204363676,11432.966680254798,326,-12.987375,-70.65837499999999,0,-4.5,1571.5,1224.5,347.0,2.7,2.6560938,
148,12319.785505805594,1269850.783555734,193.76385251638703,284,-12.732124999999996,-70.526375,0,-0.5,1571.5,1224.5,347.0,20.2,2.0835752,
149,1269338.458764138,4970.594916061867,7246.640347173928,255,-12.940375000000003,-70.057125,0,-13.0,1571.5,1224.5,347.0,7.8,0.95157176,
150,1269296.224685856,7420.973438169654,8981.706094238514,257,-12.957374999999999,-70.023125,0,0.0,1571.5,1224.5,347.0,0.0,2.938159,
151,1269411.5131735771,1595.6198485958082,4968.314126322178,258,-12.910875000000004,-70.068625,0,-46.5,1571.5,1224.5,347.0,27.9,2.9381015,
152,1269426.3816833228,1445.623457786176,5084.223027173283,253,-12.904875000000004,-70.001625,0,-7.0,1571.5,1224.5,347.0,4.2,2.852216,
153,1269289.409275038,6494.720347244831,9742.378924968776,260,-12.960125000000005,-70.069875,0,-635.0,1571.5,1224.5,347.0,388.7,1.3286855,
154,14440.339771092293,1269554.0991393246,4393.698016360724,301,-12.853125000000006,-70.502875,0,-8.0,1571.5,1224.5,347.0,4.8,0.92740995,
155,12035.686797912644,1269778.7350500072,2131.6336954716026,283,-12.761624999999995,-70.518125,0,79.0,1571.5,1224.5,347.0,-17.3,1.9012673,
156,19601.11063472698,1269657.440723812,3920.333186115835,304,-12.811125000000004,-70.571625,0,168.5,1571.5,1224.5,347.0,15.9,1.8543341,
157,1269360.1431972298,3583.2986026641,10940.153402806047,250,-12.931624999999997,-69.955125,0,0.0,1571.5,1224.5,347.0,0.0,3.4006002,
158,6312.780096711629,25648.944191661627,6973.910079844579,473,-13.008125000000007,-70.592625,0,11.5,1571.5,1224.5,347.0,-1.8,12.482588,
159,11643.997693458992,32793.12526624724,3847.462265874625,323,-12.929375000000007,-70.617125,0,-121.0,1571.5,1224.5,347.0,109.0,3.400579,
160,9777.949103744355,29354.067548378465,10300.311207753022,464,-12.997124999999997,-70.625125,0,18.5,1571.5,1224.5,347.0,-4.4,2.938208,
161,1269498.6566804738,1726.7385922114904,4082.1851801494427,259,-12.875625,-70.001375,0,-5.5,1571.5,1224.5,347.0,3.3,0.9513255,
162,4569.916347307325,10876.772846691832,4626.428322278343,484,-13.059125000000009,-70.46487499999999,0,12.5,1571.5,1224.5,347.0,10.6,16.233423,
163,1269581.8194608134,5215.7146446947045,4606.286906573865,263,-12.841875000000002,-69.996375,0,14.0,1571.5,1224.5,347.0,-4.2,2.8515,
164,20523.353631882786,1269579.3416913464,1791.0684067331588,299,-12.842875000000006,-70.564375,0,-83.0,1571.5,1224.5,347.0,50.6,2.7802885,
165,1269586.723365294,6192.915307868905,10022.11945647433,263,-12.839875000000006,-69.937125,0,25.5,1571.5,1224.5,347.0,-4.9,12.026757,
166,22651.6983427682,1269547.9561928606,2374.7602634965137,299,-12.855625000000003,-70.579375,0,-85.5,1571.5,1224.5,347.0,54.5,2.083787,
167,15138.104231552306,1269773.8318870815,554.8216101081218,297,-12.763625000000005,-70.547125,0,192.0,1571.5,1224.5,347.0,-41.6,2.083629,
168,5897.016673659153,13771.176648676848,3248.1044583365274,542,-13.056125000000009,-70.495125,0,41.5,1571.5,1224.5,347.0,9.9,16.782427,
169,11544.055175437905,32624.21857125672,2842.4619208503696,316,-12.923124999999999,-70.610125,0,-176.0,1571.5,1224.5,347.0,128.5,3.8007894,
170,3282.3559333232674,14236.461224893133,1453.5376376071001,429,-13.033875000000009,-70.483875,0,0.0,1571.5,1224.5,347.0,0.0,4.2281513,
171,18859.597062864206,1269716.2828227691,3406.468362419149,296,-12.787125000000003,-70.575125,0,0.0,1571.5,1224.5,347.0,1.4,2.1152718,
172,2168.9404797475427,15365.649917803163,464.7729599459019,398,-13.020125000000007,-70.485875,0,0.0,1571.5,1224.5,347.0,0.0,0.95187694,
173,10405.501171443222,1270005.343743454,3383.3532740574396,274,-12.668625000000006,-70.50637499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.0834668,
174,4492.468913141956,10946.621379445758,4682.507669548275,456,-13.058125000000004,-70.46487499999999,0,13.5,1571.5,1224.5,347.0,8.9,13.374912,
175,12259.483186133453,1269670.2933097729,2036.5363535213082,286,-12.805875,-70.498625,0,0.0,1571.5,1224.5,347.0,0.0,4.1619053,
176,1269332.2631437855,5996.161509155009,7263.616477227241,254,-12.942875,-70.032375,0,-47.5,1571.5,1224.5,347.0,28.5,2.0839381,
177,18085.199455580925,1269418.3279288285,3803.58693078508,346,-12.908124999999998,-70.532125,0,0.0,1571.5,1224.5,347.0,0.0,9.64665,
178,1269562.1520325236,3156.2658859342637,1126.2437306355575,255,-12.849874999999997,-70.027125,0,-95.0,1571.5,1224.5,347.0,93.3,2.6553452,
179,1269378.1100183153,4116.120126407821,5239.2806930593115,264,-12.924374999999998,-70.033125,0,-48.5,1571.5,1224.5,347.0,29.1,2.0839064,
180,19278.90107620387,1269759.173897641,2305.8677101005546,304,-12.769625000000005,-70.584625,0,93.5,1571.5,1224.5,347.0,-8.7,1.3281691,
181,6483.7807708239525,1269943.9863745964,5130.5466914976705,291,-12.693875000000006,-70.465625,0,0.0,1571.5,1224.5,347.0,1.5,3.39835,
182,794.249412279449,21195.942791494614,1287.2318061080723,394,-13.003375000000005,-70.540875,0,0.0,1571.5,1224.5,347.0,0.0,6.734623,
183,8964.919979360002,1269873.9558810883,2075.573458502644,276,-12.722625000000008,-70.495875,0,-23.0,1571.5,1224.5,347.0,32.4,2.9378722,
