system:index,distance_dep,distance_nac,distance_vec,elevation,first,landform,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
1_1_1_1_0,704.0869701591214,8536.82047136133,3804.361067650735,362,0,41,-13.042375000000007,-70.429375,0,56.0,1571.5,1224.5,347.0,-15.8,14.970455,
1_1_1_1_1,6526.191698785321,15654.846187824034,6698.872847256175,393,0,31,-13.039874999999995,-70.578375,0,0.0,1571.5,1224.5,347.0,3.9,5.4300985,
1_1_1_1_2,7962.874563139154,21635.075584122667,949.9127459801693,308,0,24,-12.799374999999998,-70.454375,0,0.0,1571.5,1224.5,347.0,0.0,1.3282492,
1_1_1_1_3,12924.144844051083,29637.730118683023,2491.5733403835925,330,0,41,-12.905375000000006,-70.60912499999999,0,-3.0,1571.5,1224.5,347.0,7.3,3.3671362,
1_1_1_1_4,2008.8399748196953,18223.468349786734,649.2655531790685,417,0,21,-13.008875000000003,-70.515875,0,0.0,1571.5,1224.5,347.0,0.0,3.401341,
1_1_1_1_5,39982.61276861396,2983.867374244385,7070.007579137903,257,0,24,-12.922875000000005,-69.993375,0,0.0,1571.5,1224.5,347.0,0.0,1.9024856,
1_1_1_1_6,12957.350538140954,19566.16907260423,6328.457725724277,303,0,41,-12.872875000000008,-70.493625,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_7,31106.360703763883,0.0,4525.91714928989,245,0,42,-12.897125000000003,-70.074625,0,6.0,1571.5,1224.5,347.0,3.6,1.9022912,
1_1_1_1_8,4677.408213054825,32758.83969751732,2995.267147829261,290,0,24,-12.666375000000002,-70.450625,0,0.0,1571.5,1224.5,347.0,11.2,2.083463,
1_1_1_1_9,13838.745775985039,33931.86303478957,1703.8158530009925,285,0,41,-12.727374999999995,-70.540375,0,26.5,1571.5,1224.5,347.0,-4.0,2.0835671,
1_1_1_1_10,39918.95516621771,637.1592379705799,5345.897529005303,251,0,21,-12.896875000000009,-69.994125,0,-33.5,1571.5,1224.5,347.0,20.6,3.8003936,
1_1_1_1_11,7198.646977294478,20913.364293231287,5060.496821442929,350,0,21,-12.925624999999997,-70.532125,0,0.0,1571.5,1224.5,347.0,0.0,1.3285913,
1_1_1_1_12,4787.752706695361,26563.990881310707,4894.847107145589,300,0,24,-12.738375000000005,-70.456125,0,0.0,1571.5,1224.5,347.0,0.0,2.8503315,
1_1_1_1_13,49293.77463706845,13353.769239679717,7405.79844699903,244,0,21,-12.773875000000004,-69.925375,0,9.0,1571.5,1224.5,347.0,-2.7,3.399102,
1_1_1_1_14,13215.2507104607,33238.35683102304,992.9367540699698,279,0,42,-12.730374999999995,-70.53462499999999,0,23.5,1571.5,1224.5,347.0,12.0,2.6547005,
1_1_1_1_15,4090.245683024133,23318.68779107713,4514.898892178185,356,0,41,-12.970124999999996,-70.560875,0,0.0,1571.5,1224.5,347.0,0.0,2.0839856,
1_1_1_1_16,0.0,30868.24864797781,2653.8547162189125,273,0,42,-12.663125000000008,-70.40362499999999,0,59.0,1571.5,1224.5,347.0,-15.4,2.9378004,
1_1_1_1_17,11594.745363282786,36471.99443749404,2959.7981523305034,274,0,21,-12.671374999999998,-70.516875,0,-4.0,1571.5,1224.5,347.0,2.4,2.0834715,
1_1_1_1_18,33863.48878929077,2792.6899837717374,4663.886664909442,258,0,34,-12.918125000000003,-70.049125,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_19,18836.839836355455,31001.18220283918,4301.604875892343,304,0,41,-12.800125000000008,-70.569375,0,69.5,1571.5,1224.5,347.0,-5.7,0.95103973,
1_1_1_1_20,14054.249250219831,31410.986620191627,367.6207251483433,288,0,31,-12.760874999999999,-70.53762499999999,0,57.5,1571.5,1224.5,347.0,-15.6,3.9787414,
1_1_1_1_21,11228.978144316043,22320.36205914169,2916.158428812398,311,0,21,-12.818624999999997,-70.477875,0,0.0,1571.5,1224.5,347.0,2.2,2.9379888,
1_1_1_1_22,32245.833929946788,1342.3321813618375,2874.3381424921554,255,0,34,-12.879625000000004,-70.065625,1,-5.0,1571.5,1224.5,347.0,3.0,3.9797015,
1_1_1_1_23,4739.899556836509,26346.021890883538,4674.25774533761,299,0,41,-12.740125000000006,-70.455125,0,0.0,1571.5,1224.5,347.0,0.0,3.7047918,
1_1_1_1_24,13808.016223469174,28081.488413859402,301.39272443245926,288,0,24,-12.789124999999999,-70.523375,0,-15.0,1571.5,1224.5,347.0,18.6,3.3992462,
1_1_1_1_25,7201.6064188035525,21261.940672355973,4753.051743469519,348,0,31,-12.926375000000007,-70.535625,0,0.0,1571.5,1224.5,347.0,0.0,8.695656,
1_1_1_1_26,5333.842237498816,29362.94381475788,5398.495534906487,291,0,24,-12.709625000000003,-70.460625,0,-51.5,1571.5,1224.5,347.0,33.6,1.3280079,
1_1_1_1_27,12036.270122251764,21193.789961988412,4975.743845629694,314,0,24,-12.837125,-70.482625,0,0.0,1571.5,1224.5,347.0,0.0,1.3283513,
1_1_1_1_28,12325.869058359463,25434.87884563779,306.2764930943411,297,0,21,-12.885874999999999,-70.561875,0,0.5,1571.5,1224.5,347.0,0.3,4.1621804,
1_1_1_1_29,3785.9685893017772,21760.027765985615,3859.2702449725475,373,0,31,-12.964375000000004,-70.546375,0,0.0,1571.5,1224.5,347.0,0.0,8.581727,
1_1_1_1_30,9460.280245627275,26252.62854340472,1569.0210255562845,339,0,21,-12.924875,-70.58212499999999,0,-5.0,1571.5,1224.5,347.0,3.0,13.867594,
1_1_1_1_31,37917.006787153194,245.0179760624718,3330.9155274087066,258,0,21,-12.892624999999995,-70.012625,1,0.0,1571.5,1224.5,347.0,0.0,6.3250294,
1_1_1_1_32,3314.1615251534026,36944.54196128718,2636.0642966734117,257,0,21,-12.614874999999998,-70.432125,0,2.5,1571.5,1224.5,347.0,0.6,9.095209,
1_1_1_1_33,1348.6325652832866,11531.668218406827,2973.55690975583,375,0,34,-13.028125000000003,-70.454875,0,0.0,1571.5,1224.5,347.0,0.0,0.9519079,
1_1_1_1_34,6601.197784562887,27659.904961152,4809.725528339323,299,0,24,-12.739625000000004,-70.472875,0,0.0,1571.5,1224.5,347.0,0.0,2.1149511,
1_1_1_1_35,3605.395003190125,33944.70161777174,1378.2529080071538,289,0,24,-12.651875000000004,-70.446625,0,0.0,1571.5,1224.5,347.0,0.0,2.1143622,
1_1_1_1_36,1269643.297567217,8380.031498841148,6303.6537861903835,250,0,34,-12.816874999999996,-69.910875,0,0.0,1571.5,1224.5,347.0,0.0,2.0837204,
1_1_1_1_37,45960.921664305446,6144.744983741975,10151.023450649795,238,0,41,-12.838875000000002,-69.945125,0,1.5,1571.5,1224.5,347.0,10.6,3.91042,
1_1_1_1_38,1635.7338726467774,34489.85079895911,441.9288595954776,280,0,31,-12.638374999999996,-70.430125,0,0.0,1571.5,1224.5,347.0,0.0,3.9777625,
1_1_1_1_39,1250.2678437648244,18584.38836069702,319.3917238160493,406,0,31,-13.008875000000003,-70.528375,0,0.0,1571.5,1224.5,347.0,0.0,7.0568504,
1_1_1_1_40,16314.998600714269,36872.37869484375,4429.615640703518,276,0,31,-12.711875000000006,-70.562375,0,5.0,1571.5,1224.5,347.0,-0.4,2.0835404,
1_1_1_1_41,46181.08680120975,9209.097153577717,9810.277492394554,264,0,21,-12.810625000000002,-69.948875,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_42,3594.305901086258,16183.804440463786,1705.2314000230326,464,0,31,-13.030875000000009,-70.526625,0,0.0,1571.5,1224.5,347.0,0.0,2.9382498,
1_1_1_1_43,3563.027818903643,10693.011719565524,4393.4307592337955,483,0,21,-13.053125000000009,-70.457875,0,-2.5,1571.5,1224.5,347.0,1.5,1.9034828,
1_1_1_1_44,11989.964050939021,21231.66084208108,10847.562507570623,339,0,21,-12.991375000000005,-70.645125,0,0.0,1571.5,1224.5,347.0,0.0,0.9517672,
1_1_1_1_45,6771.894397856317,11134.270150239008,5472.222048972361,549,0,21,-13.074875000000006,-70.47812499999999,0,-10.0,1571.5,1224.5,347.0,6.8,3.3678682,
1_1_1_1_46,4673.552083299958,25492.167022655925,3806.745831345047,293,0,34,-12.747124999999997,-70.451375,0,0.0,1571.5,1224.5,347.0,0.0,2.6547914,
1_1_1_1_47,36324.08185455841,2598.723218375257,3796.0735689999165,255,0,24,-12.909374999999997,-70.026625,0,0.0,1571.5,1224.5,347.0,0.0,3.979943,
1_1_1_1_48,19967.701473388744,31806.86002128239,5608.45721029082,312,0,24,-12.824375000000003,-70.595375,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_49,8137.898223304276,24074.3521084859,822.4478194453733,302,0,31,-12.782125000000008,-70.468875,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_50,17403.940931764846,27269.206424269105,739.7349560733334,301,0,24,-12.822125,-70.543375,0,-2.0,1571.5,1224.5,347.0,1.5,2.997838,
1_1_1_1_51,37597.04260515945,590.0943366715825,2487.469625653709,249,0,31,-12.881375000000006,-70.016375,0,0.0,1571.5,1224.5,347.0,0.0,4.8352356,
1_1_1_1_52,46990.891156598474,2451.6112362457725,10855.702178597443,257,0,24,-12.881375000000006,-69.930375,0,0.0,1571.5,1224.5,347.0,0.0,2.6555154,
1_1_1_1_53,8688.066074639948,21046.706053610676,4306.342792635146,341,0,21,-12.911375000000007,-70.528875,0,0.0,1571.5,1224.5,347.0,0.0,14.101473,
1_1_1_1_54,12415.84290025563,27799.012940495213,1403.769702249313,320,0,31,-12.897874999999999,-70.589375,0,46.0,1571.5,1224.5,347.0,-5.3,2.998653,
1_1_1_1_55,0.0,31524.00808741177,1995.2047112012365,275,0,42,-12.657875000000004,-70.40662499999999,0,10.0,1571.5,1224.5,347.0,-3.0,2.6543136,
1_1_1_1_56,11736.555496200974,22984.112306399467,1977.3282666200394,323,0,21,-12.884375000000006,-70.536625,0,0.0,1571.5,1224.5,347.0,0.0,3.367047,
1_1_1_1_57,9648.186283571642,30769.92112449774,1836.1749287964435,281,0,24,-12.728375,-70.50212499999999,0,16.0,1571.5,1224.5,347.0,-2.5,3.398673,
1_1_1_1_58,15038.097654678773,31425.380879327902,4407.1043828552365,381,0,31,-12.890875000000008,-70.621875,0,0.0,1571.5,1224.5,347.0,0.9,7.921547,
1_1_1_1_59,32954.95192608852,3273.5589233521064,5656.323581185762,256,0,24,-12.924875,-70.057625,0,0.0,1571.5,1224.5,347.0,0.0,2.6557524,
1_1_1_1_60,28783.991301568643,5061.959086987947,11071.198342270214,266,0,41,-12.957625000000007,-70.099375,0,0.0,1571.5,1224.5,347.0,0.0,1.3286786,
1_1_1_1_61,9165.728256735432,24185.310344440677,0.0,305,0,24,-12.788875000000004,-70.475875,1,-2.5,1571.5,1224.5,347.0,5.5,5.090973,
1_1_1_1_62,11892.08907959413,35175.4217637794,1343.1130726152874,259,0,31,-12.686125000000004,-70.515875,0,0.0,1571.5,1224.5,347.0,1.1,5.547545,
1_1_1_1_63,835.3721047567735,34677.76462509506,1124.0486482565873,241,0,42,-12.630624999999995,-70.415875,0,0.0,1571.5,1224.5,347.0,0.0,4.830643,
1_1_1_1_64,13189.487279026192,29191.18030187797,2252.27835818186,379,0,21,-12.897625000000005,-70.602625,0,-19.0,1571.5,1224.5,347.0,13.1,8.28097,
1_1_1_1_65,35922.561390199364,2191.6294947143897,3119.702715379886,258,0,24,-12.904125000000008,-70.03037499999999,0,0.0,1571.5,1224.5,347.0,0.0,4.2263765,
1_1_1_1_66,15886.872508591743,32143.435608832104,798.8558063663519,301,0,24,-12.766625000000005,-70.553375,0,10.5,1571.5,1224.5,347.0,5.2,0.9509142,
1_1_1_1_67,32112.752172693923,3191.2623821420266,6140.8316204702105,260,0,34,-12.926124999999999,-70.065375,0,0.0,1571.5,1224.5,347.0,0.0,1.3285929,
1_1_1_1_68,17738.600328314125,29815.193181713425,3503.0098530431765,310,0,24,-12.841875000000002,-70.584625,0,7.5,1571.5,1224.5,347.0,-0.5,3.3997457,
1_1_1_1_69,4249.23944690532,23368.86926122089,1702.3793619353353,299,0,24,-12.762124999999997,-70.439125,0,0.0,1571.5,1224.5,347.0,0.0,1.3281488,
1_1_1_1_70,5893.872939113305,9942.372801487936,4119.730476429895,532,0,21,-13.074875000000006,-70.465625,0,0.0,1571.5,1224.5,347.0,2.4,12.138047,
1_1_1_1_71,4545.727287661623,24776.372958113414,3102.0409147711225,298,0,34,-12.751874999999998,-70.44687499999999,0,0.0,1571.5,1224.5,347.0,0.0,4.8328533,
1_1_1_1_72,7924.398706679692,24973.647074169618,1562.0531050364777,294,0,31,-12.772374999999997,-70.471125,0,0.0,1571.5,1224.5,347.0,0.0,2.0836442,
1_1_1_1_73,2684.07843256592,18248.071410135155,2802.8690149062763,420,0,31,-13.017875000000004,-70.550375,0,0.0,1571.5,1224.5,347.0,0.0,6.712132,
1_1_1_1_74,7218.104951982852,23467.632853470765,6125.360409831374,366,0,21,-12.966625000000008,-70.593875,0,0.0,1571.5,1224.5,347.0,0.0,11.929159,
1_1_1_1_75,35545.16230635173,8796.95428608253,10490.524077106611,262,0,24,-12.972625000000008,-70.03937499999999,0,0.0,1571.5,1224.5,347.0,0.0,0.95169485,
1_1_1_1_76,44917.95301185018,9707.320450105935,8384.902978667667,242,0,42,-12.806375000000003,-69.961375,0,0.0,1571.5,1224.5,347.0,0.0,2.8510978,
1_1_1_1_77,43893.21522609685,4626.344670202094,8102.251135955536,246,0,41,-12.853375,-69.96187499999999,0,66.5,1571.5,1224.5,347.0,-8.8,2.1157203,
1_1_1_1_78,11244.81936379656,24244.517449288964,1186.8194827433279,320,0,21,-12.893124999999998,-70.553125,0,-17.0,1571.5,1224.5,347.0,14.3,6.325041,
1_1_1_1_79,1105.3624566278977,8736.447082474542,5156.903884296759,420,0,31,-13.020624999999995,-70.429625,0,0.0,1571.5,1224.5,347.0,0.3,6.7346597,
1_1_1_1_80,14800.422452972007,34549.16909671986,2379.4464639603716,296,0,24,-12.729124999999996,-70.549125,0,26.5,1571.5,1224.5,347.0,-2.1,2.9378803,
1_1_1_1_81,7264.343190228046,25391.195907674122,4274.1031372378675,338,0,31,-12.949875000000006,-70.581625,0,0.0,1571.5,1224.5,347.0,0.0,2.0839508,
1_1_1_1_82,36423.59978077136,7002.851965952405,8351.587914981208,253,0,41,-12.952375000000004,-70.028125,0,0.0,1571.5,1224.5,347.0,0.0,2.9381528,
1_1_1_1_83,3337.5157630713898,21440.2898218394,3396.891162771676,383,0,41,-12.967624999999998,-70.54362499999999,0,0.0,1571.5,1224.5,347.0,0.0,5.49566,
1_1_1_1_84,38131.766196887176,2622.9808082474738,5204.604436114793,249,0,41,-12.914874999999995,-70.010125,0,0.0,1571.5,1224.5,347.0,0.0,2.1161408,
1_1_1_1_85,43394.39313769204,8921.230564948353,6998.628309731374,244,0,31,-12.809875000000005,-69.974875,0,0.0,1571.5,1224.5,347.0,0.0,3.7990818,
1_1_1_1_86,1975.191768713448,10210.31884169143,4322.607704493129,429,0,21,-13.044125000000008,-70.446375,0,-17.5,1571.5,1224.5,347.0,11.9,6.5334053,
1_1_1_1_87,31256.091319092095,1250.5101046087213,5211.354771061526,258,0,24,-12.909875,-70.072875,0,0.0,1571.5,1224.5,347.0,0.0,2.0838811,
1_1_1_1_88,14643.738476912247,30498.241265655906,4836.752259161503,405,0,21,-12.903625000000005,-70.630625,0,0.0,1571.5,1224.5,347.0,0.0,10.139485,
1_1_1_1_89,6644.771451291052,27977.272092587507,4915.987339199018,296,0,31,-12.736625000000004,-70.47387499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.0835826,
1_1_1_1_90,16495.05777455295,25084.635377271905,1033.8378642186537,280,0,41,-12.839875000000006,-70.531875,0,-2.5,1571.5,1224.5,347.0,2.6,0.92740995,
1_1_1_1_91,235.59392720347495,12303.729890058525,1586.8062501261625,391,0,31,-13.015875000000008,-70.462125,0,56.0,1571.5,1224.5,347.0,-16.8,2.8534842,
1_1_1_1_92,12671.998743808568,27954.349947548242,1559.275720161247,327,0,31,-12.895624999999995,-70.590125,0,60.0,1571.5,1224.5,347.0,-1.7,5.547545,
1_1_1_1_93,43064.54931512512,2192.943057245066,9181.894245227506,252,0,41,-12.917124999999999,-69.965125,0,0.0,1571.5,1224.5,347.0,0.0,4.1622887,
1_1_1_1_94,13617.617303350386,28478.179695411716,346.58028020214886,294,0,24,-12.784625000000005,-70.523875,0,0.0,1571.5,1224.5,347.0,2.0,3.9789336,
1_1_1_1_95,3478.0884800120425,15509.40679209439,418.9332526673309,429,0,34,-13.029125000000008,-70.494875,0,0.0,1571.5,1224.5,347.0,0.0,1.3288753,
1_1_1_1_96,46604.838492537085,3639.0397351206025,10837.808234734814,245,0,42,-12.865375,-69.935375,0,0.0,1571.5,1224.5,347.0,0.0,1.9020488,
1_1_1_1_97,42711.2195292185,2393.1965409710547,8968.044227899389,257,0,34,-12.918875,-69.968375,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_98,45529.38034304141,1172.5207743612023,10494.533606716286,245,0,41,-12.886875000000003,-69.943375,0,0.0,1571.5,1224.5,347.0,0.0,1.3284862,
1_1_1_1_99,14724.513114009615,35898.226655423394,3379.655087992552,297,0,21,-12.708124999999995,-70.547375,0,0.0,1571.5,1224.5,347.0,0.0,2.083534,
1_1_1_1_100,3814.803158262757,10784.365697815121,4474.1018681531295,495,0,21,-13.054375000000007,-70.459875,0,-6.5,1571.5,1224.5,347.0,4.7,2.7802885,
1_1_1_1_101,1151.9263929587348,12003.958765749101,1840.1006971586075,512,0,21,-13.001125000000002,-70.457875,0,-7.5,1571.5,1224.5,347.0,4.6,12.802316,
1_1_1_1_102,11385.230724370753,21056.239960085797,10551.8374219579,364,0,21,-12.991875000000007,-70.639625,0,0.0,1571.5,1224.5,347.0,0.2,7.581666,
1_1_1_1_103,1979.6439934544576,17508.139887508227,1758.2750750038754,409,0,21,-12.972125000000005,-70.507875,0,0.0,1571.5,1224.5,347.0,0.0,9.347271,
1_1_1_1_104,86.61013397759633,17601.47219751511,615.4806439155238,474,0,21,-12.991875000000007,-70.50812499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.1166687,
1_1_1_1_105,9849.784165202516,24605.849408470025,5859.056350960492,314,0,34,-12.956375000000008,-70.615625,0,-0.5,1571.5,1224.5,347.0,0.3,2.6559236,
1_1_1_1_106,48093.706901532525,9463.13371061616,8186.699602396733,233,0,41,-12.810625000000002,-69.931125,0,261.0,1571.5,1224.5,347.0,-62.4,2.0837095,
1_1_1_1_107,870.4270230838704,15908.03514109244,2163.7085936217923,529,0,11,-12.988375000000005,-70.492875,0,0.0,1571.5,1224.5,347.0,0.0,1.3287631,
1_1_1_1_108,2091.84447563429,35987.11530829337,2402.721107240132,257,0,21,-12.619375000000005,-70.419875,0,11.0,1571.5,1224.5,347.0,-0.6,3.397655,
1_1_1_1_109,7938.223333760223,32788.07854387947,4502.179321879827,266,0,31,-12.682125,-70.475875,0,7.0,1571.5,1224.5,347.0,2.8,2.849703,
1_1_1_1_110,30390.030445511667,4848.201561448547,9027.101080836805,264,0,24,-12.946375000000003,-70.082875,0,0.0,1571.5,1224.5,347.0,0.0,0.95159507,
1_1_1_1_111,10458.250822910222,26662.329030157474,516.8433272301614,311,0,31,-12.915125000000003,-70.583625,0,79.0,1571.5,1224.5,347.0,-19.3,2.1161408,
1_1_1_1_112,38244.721244778615,4957.095754136068,2725.4051936779165,246,0,31,-12.835374999999999,-70.017625,0,0.0,1571.5,1224.5,347.0,0.0,1.328346,
1_1_1_1_113,15312.842440048484,24423.92133901145,1895.9561149572396,281,0,31,-12.829875000000001,-70.516125,0,6.0,1571.5,1224.5,347.0,-0.4,1.8543341,
1_1_1_1_114,16908.060337777522,26345.25347384371,27.39675554432438,289,0,41,-12.837874999999997,-70.544625,0,-11.0,1571.5,1224.5,347.0,7.6,4.162015,
1_1_1_1_115,33692.09016300054,9625.940123983102,12300.766228118806,260,0,41,-12.987125000000006,-70.05987499999999,0,-3.5,1571.5,1224.5,347.0,2.1,3.4011326,
1_1_1_1_116,10456.530450933,23830.884473341277,1546.993670006139,306,0,21,-12.801874999999995,-70.481625,0,0.0,1571.5,1224.5,347.0,0.0,3.7047918,
1_1_1_1_117,36840.49497426345,3898.931279788311,5535.44799772543,257,0,34,-12.924625000000006,-70.022125,0,-131.5,1571.5,1224.5,347.0,78.9,1.3285891,
1_1_1_1_118,884.9378598913827,18677.285246294432,817.0667352956904,435,0,34,-12.999125000000006,-70.519125,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_119,14116.842283711021,30600.488942088374,86.64765878234067,289,0,34,-12.769125000000003,-70.535625,0,3.5,1571.5,1224.5,347.0,3.2,1.8543341,
1_1_1_1_120,36330.4002404844,8224.397647046151,9599.214982361207,260,0,34,-12.964124999999996,-70.030625,0,0.0,1571.5,1224.5,347.0,0.0,1.3286968,
1_1_1_1_121,41764.166699662375,4945.306080910131,9749.304164216099,257,0,24,-12.942125000000004,-69.97812499999999,0,0.0,1571.5,1224.5,347.0,0.0,0.92740995,
1_1_1_1_122,17725.90694414169,31168.98849516172,3289.856163437976,300,0,34,-12.789874999999995,-70.56287499999999,0,-5.0,1571.5,1224.5,347.0,5.7,2.1152906,
1_1_1_1_123,33646.559380790175,6773.901774529696,8986.925140283009,259,0,24,-12.957374999999999,-70.054375,0,-186.0,1571.5,1224.5,347.0,111.6,2.0839639,
1_1_1_1_124,13165.205962374393,34827.65655719767,1866.067558087771,295,0,24,-12.706874999999997,-70.532875,0,0.0,1571.5,1224.5,347.0,0.0,2.083532,
1_1_1_1_125,5861.076094423202,20077.367131991155,6628.002450748007,386,0,31,-12.997875000000008,-70.589375,0,0.0,1571.5,1224.5,347.0,0.9,7.789364,
1_1_1_1_126,32925.656147063506,5487.83532030131,8007.155397491067,263,0,34,-12.946875000000006,-70.059625,0,-45.0,1571.5,1224.5,347.0,27.0,2.7802885,
1_1_1_1_127,45744.84568845152,1262.8066342072918,10718.24566300233,244,0,41,-12.887375000000006,-69.941375,0,0.0,1571.5,1224.5,347.0,0.0,7.1802435,
1_1_1_1_128,10866.20298366014,27776.352266837792,2659.2821589579676,315,0,34,-12.927125000000004,-70.605375,0,6.5,1571.5,1224.5,347.0,1.4,2.9381218,
1_1_1_1_129,11420.91446056219,25018.746488601322,6662.724039687395,325,0,21,-12.953874999999996,-70.630375,0,-10.5,1571.5,1224.5,347.0,9.9,1.9027227,
1_1_1_1_130,9797.036607116917,19179.639830088097,10495.538422105721,418,0,31,-13.006875000000008,-70.624875,0,0.0,1571.5,1224.5,347.0,0.0,11.156068,
1_1_1_1_131,46607.68500693516,1940.5489662163136,11292.9416536989,250,0,24,-12.885125000000002,-69.93362499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.655535,
1_1_1_1_132,12671.596853759938,25791.655894783526,1282.774419349521,287,0,21,-12.801124999999999,-70.505625,0,0.0,1571.5,1224.5,347.0,0.0,2.0836933,
1_1_1_1_133,29546.073623524182,5017.191429167723,10196.514558028155,264,0,24,-12.953375000000008,-70.091625,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_134,2661.635478041415,18421.977666698647,2846.6880838748384,410,0,41,-13.016625000000005,-70.551625,0,0.0,1571.5,1224.5,347.0,0.0,2.7802885,
1_1_1_1_135,3198.866610599327,28517.939706824374,6661.621568997133,294,0,24,-12.703125,-70.436875,0,0.0,1571.5,1224.5,347.0,0.0,1.3279902,
1_1_1_1_136,407.155550313242,16996.07842574292,1378.4207987760976,454,0,21,-12.997124999999997,-70.50337499999999,0,0.0,1571.5,1224.5,347.0,0.0,2.116705,
1_1_1_1_137,8152.810845492065,16870.737238209043,8646.033519940209,445,0,21,-13.026624999999996,-70.604625,0,0.0,1571.5,1224.5,347.0,0.0,8.054806,
1_1_1_1_138,3975.029953392942,21130.982218785754,4837.870503131096,354,0,41,-12.990375,-70.571375,0,-4.5,1571.5,1224.5,347.0,2.7,1.903001,
1_1_1_1_139,7159.941597812236,12620.884677402104,4468.496444197059,484,0,21,-13.062375000000003,-70.51837499999999,0,0.0,1571.5,1224.5,347.0,0.0,16.797556,
1_1_1_1_140,4482.6428218693745,15484.315746394257,1593.584310052992,490,0,21,-13.035375000000002,-70.51537499999999,0,19.5,1571.5,1224.5,347.0,-1.2,17.607283,
1_1_1_1_141,13284.013050554224,28829.995427987975,4513.026363756469,384,0,21,-12.918625000000006,-70.627625,0,5.5,1571.5,1224.5,347.0,-1.1,11.154315,
1_1_1_1_142,1269742.6060368451,12613.294473069098,5766.254334216884,252,0,21,-12.776375000000002,-69.910625,0,0.0,1571.5,1224.5,347.0,0.0,0.9509508,
1_1_1_1_143,40280.821292661756,2810.2130355718323,7209.115373657375,256,0,24,-12.921875,-69.990625,0,0.0,1571.5,1224.5,347.0,0.0,4.226619,
1_1_1_1_144,3807.4237792312747,21357.02499593951,4640.587174903717,356,0,31,-12.988624999999999,-70.569375,0,-1.0,1571.5,1224.5,347.0,1.9,0.0,
1_1_1_1_145,1256.8510482046179,15004.353615186023,514.5670594460863,398,0,31,-13.008375000000001,-70.486375,0,25.0,1571.5,1224.5,347.0,-5.9,5.3010473,
1_1_1_1_146,12431.39514652569,29482.637064170995,2465.96313914326,347,0,21,-12.911625,-70.609625,1,-29.5,1571.5,1224.5,347.0,19.8,2.9988031,
1_1_1_1_147,6433.396818564986,29237.435415057495,4242.152444390724,274,0,31,-12.720375000000004,-70.472625,0,0.0,1571.5,1224.5,347.0,0.5,6.464861,
1_1_1_1_148,14436.203605543615,26295.080867406083,739.7542637853292,283,0,31,-12.808625000000006,-70.519875,0,12.0,1571.5,1224.5,347.0,5.6,1.3282739,
1_1_1_1_149,9320.212400375345,20572.367603713643,4407.49723947907,340,0,31,-12.904624999999996,-70.521625,0,0.0,1571.5,1224.5,347.0,0.0,2.083872,
1_1_1_1_150,39858.904100710286,4939.940964597008,4073.2258986577926,263,0,21,-12.844875000000002,-70.000625,0,0.0,1571.5,1224.5,347.0,0.0,6.464861,
1_1_1_1_151,8264.690636228377,15939.615552375144,8659.237647350994,406,0,31,-13.035125000000008,-70.601625,0,-0.5,1571.5,1224.5,347.0,2.1,9.281903,
1_1_1_1_152,32719.045222128363,3971.9014747900596,6419.266429215866,258,0,34,-12.931375000000003,-70.060125,0,0.0,1571.5,1224.5,347.0,0.0,5.627558,
1_1_1_1_153,14411.329604985118,26712.486250896705,8199.485940002449,347,0,31,-12.942374999999998,-70.655125,0,0.0,1571.5,1224.5,347.0,0.0,11.919882,
1_1_1_1_154,11070.923536280387,28141.447616268946,1942.1468806090272,281,0,21,-12.768625,-70.505875,0,-1.0,1571.5,1224.5,347.0,3.6,5.4924335,
1_1_1_1_155,274.08296584787746,34919.267024188695,487.99084701709415,251,0,21,-12.618625000000009,-70.386625,1,0.0,1571.5,1224.5,347.0,1.3,0.92740995,
1_1_1_1_156,35581.28924279849,5035.889075841494,6292.0298827784,257,0,34,-12.934125000000009,-70.034125,0,-180.0,1571.5,1224.5,347.0,108.0,2.6558025,
1_1_1_1_157,14185.107325140145,23190.304434202164,2615.2358108309163,303,0,21,-12.860375000000005,-70.525125,0,0.0,1571.5,1224.5,347.0,0.0,3.3669438,
1_1_1_1_158,19427.33775755364,32782.755968452155,3769.2859226353667,304,0,34,-12.787875,-70.580375,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_159,46766.58119578753,1923.455392350523,11148.767255336334,251,0,24,-12.885874999999999,-69.932125,0,0.0,1571.5,1224.5,347.0,0.0,3.7047918,
1_1_1_1_160,31983.21601954883,387.4042220342984,3770.3806173913,258,0,34,-12.896875000000009,-70.066625,0,-67.0,1571.5,1224.5,347.0,46.7,2.8521245,
